city,state_name,density
Casselton,North Dakota,506
Foxholm,North Dakota,52.6
Lawton,North Dakota,12
East Fairview,North Dakota,93.7
Surrey,North Dakota,251
Dunn Center,North Dakota,176
Fort Totten,North Dakota,615.1
Fryburg,North Dakota,9.1
Kramer,North Dakota,73
Carbury,North Dakota,5.7
Auburn,North Dakota,13
Burlington,North Dakota,244
Richardton,North Dakota,151
Bergen,North Dakota,4
Sydney,North Dakota,1.4
Reiles Acres,North Dakota,470
Orrin,North Dakota,38.7
Fessenden,North Dakota,395
Fort Ransom,North Dakota,92
Dunseith,North Dakota,303
Abercrombie,North Dakota,311
New Town,North Dakota,819
Cayuga,North Dakota,10
Grafton,North Dakota,493
Rhame,North Dakota,43
Caledonia,North Dakota,10.1
Rugby,North Dakota,465
Argusville,North Dakota,45
Des Lacs,North Dakota,139
Ryder,North Dakota,58
Starkweather,North Dakota,345
Whitman,North Dakota,0.8
Trenton,North Dakota,245.5
Bisbee,North Dakota,161
De Sart,North Dakota,0
LaMoure,North Dakota,258
Landa,North Dakota,186
Lisbon,North Dakota,349
Robinson,North Dakota,107
Sibley,North Dakota,240
Colfax,North Dakota,57
Ypsilanti,North Dakota,75.7
Bonetraill,North Dakota,4.2
Hoople,North Dakota,171
Eldridge,North Dakota,20.1
Kief,North Dakota,4
Tappen,North Dakota,75
Tolna,North Dakota,80
Regan,North Dakota,17
Coleharbor,North Dakota,186
Menoken,North Dakota,30.6
Bantry,North Dakota,35
Beulah,North Dakota,530
Nanson,North Dakota,0
Grandin,North Dakota,379
Havana,North Dakota,72
Golden Valley,North Dakota,88
Niobe,North Dakota,15.7
Crystal,North Dakota,71
Osnabrock,North Dakota,159
Gladstone,North Dakota,372
Keene,North Dakota,43.8
Nekoma,North Dakota,49
Buchanan,North Dakota,578
Haynes,North Dakota,68
Marion,North Dakota,60
Hansboro,North Dakota,26
Clifford,North Dakota,118
Carpio,North Dakota,87
Cavalier,North Dakota,575
Nome,North Dakota,54
Driscoll,North Dakota,21.3
Mylo,North Dakota,8
Grand Forks,North Dakota,815
Chaseley,North Dakota,7
Grano,North Dakota,11
Valley City,North Dakota,603
Pettibone,North Dakota,148
Amenia,North Dakota,25
Kensal,North Dakota,99
Berlin,North Dakota,148
Leeds,North Dakota,407
Gardar,North Dakota,6.2
Lehr,North Dakota,148
Harlow,North Dakota,16.5
Sterling,North Dakota,22.4
Glenfield,North Dakota,248
Churchs Ferry,North Dakota,10
Judson,North Dakota,16.3
Selfridge,North Dakota,226
Bowbells,North Dakota,157
Sheyenne,North Dakota,494
Gackle,North Dakota,207
Spring Brook,North Dakota,33
Rolla,North Dakota,358
Leith,North Dakota,4
Dawson,North Dakota,71
Zap,North Dakota,90
Parshall,North Dakota,862
Fullerton,North Dakota,48
Sherwood,North Dakota,297
Killdeer,North Dakota,484
Clyde,North Dakota,5.1
Harwood,North Dakota,261
Freda,North Dakota,0
Solen,North Dakota,100
Medora,North Dakota,139
Portal,North Dakota,82
Lignite,North Dakota,567
Belcourt,North Dakota,407.7
Golva,North Dakota,82
Simcoe,North Dakota,2.5
Lostwood,North Dakota,2.5
Center,North Dakota,471
Glen Ullin,North Dakota,274
Embden,North Dakota,32.4
Maddock,North Dakota,169
Hickson,North Dakota,149.1
Velva,North Dakota,494
Douglas,North Dakota,82
Flasher,North Dakota,127
Rutland,North Dakota,154
Lidgerwood,North Dakota,370
Davenport,North Dakota,371
Grenora,North Dakota,182
Elgin,North Dakota,225
Fillmore,North Dakota,0.3
Goodrich,North Dakota,128
Conway,North Dakota,43
Marshall,North Dakota,2.2
South Heart,North Dakota,165
Niagara,North Dakota,21
Cleveland,North Dakota,151
Mercer,North Dakota,164
Four Bears Village,North Dakota,80
Benedict,North Dakota,115
Coulee,North Dakota,27.7
Hensel,North Dakota,20
Ardoch,North Dakota,78
Elliott,North Dakota,63
Beach,North Dakota,176
Shields,North Dakota,0.3
Hope,North Dakota,161
Gwinner,North Dakota,163
Great Bend,North Dakota,41
Hunter,North Dakota,66
Prairie Rose,North Dakota,710
Tower City,North Dakota,48
Lefor,North Dakota,32.2
White Shield,North Dakota,72.3
Williston,North Dakota,426
Mapleton,North Dakota,102
Leroy,North Dakota,2.9
Raleigh,North Dakota,12.8
Garrison,North Dakota,427
Wolford,North Dakota,72
Hannah,North Dakota,28
Wheatland,North Dakota,69.9
Max,North Dakota,172
Portland,North Dakota,273
Sheldon,North Dakota,214
Mountain,North Dakota,258
Stanton,North Dakota,383
Shell Valley,North Dakota,162.8
Trotters,North Dakota,0.3
Saint John,North Dakota,311
Neche,North Dakota,392
Leonard,North Dakota,117
Wing,North Dakota,92
Luverne,North Dakota,46
West Fargo,North Dakota,886
Harmon,North Dakota,15
Breien,North Dakota,6.9
Bowman,North Dakota,401
Voltaire,North Dakota,36
Alice,North Dakota,15
Drake,North Dakota,53
Sawyer,North Dakota,262
Alamo,North Dakota,48
Hatton,North Dakota,517
Lucca,North Dakota,9.3
Inkster,North Dakota,19
Akra,North Dakota,10
Cartwright,North Dakota,10.3
Egeland,North Dakota,32
Ludden,North Dakota,10
Lakewood Park,North Dakota,160
Aneta,North Dakota,79
Pembina,North Dakota,265
Alfred,North Dakota,7
McHenry,North Dakota,86
Fargo,North Dakota,949
Zeeland,North Dakota,101
New Leipzig,North Dakota,93
Wishek,North Dakota,251
Wahpeton,North Dakota,579
Tuttle,North Dakota,125
Maida,North Dakota,1.6
Braddock,North Dakota,30
Bucyrus,North Dakota,28
Livona,North Dakota,0.5
Baker,North Dakota,3.4
Barton,North Dakota,13.9
Spiritwood Lake,North Dakota,32
Oriska,North Dakota,173
Aylmer,North Dakota,0
Oxbow,North Dakota,102
Towner,North Dakota,254
Ellendale,North Dakota,322
Wyndmere,North Dakota,184
Taylor,North Dakota,125
Jud,North Dakota,115
Epping,North Dakota,118
Fordville,North Dakota,77
Kelvin,North Dakota,1.2
McClusky,North Dakota,393
Rock Lake,North Dakota,123.5
Linton,North Dakota,500
Fairfield,North Dakota,5.5
Cashel,North Dakota,1.5
Mantador,North Dakota,188
Hazelton,North Dakota,219
Finley,North Dakota,47
Saint Anthony,North Dakota,9.2
Denbigh,North Dakota,6.4
Lankin,North Dakota,123
Sutton,North Dakota,24.5
Ambrose,North Dakota,10
Hannover,North Dakota,3.6
Belden,North Dakota,0.5
Tokio,North Dakota,15.7
Devils Lake,North Dakota,5.6
Horace,North Dakota,93
Brocket,North Dakota,28
McGregor,North Dakota,39.4
Edgeley,North Dakota,285
Bordulac,North Dakota,24
Sanborn,North Dakota,115
Milnor,North Dakota,261
Haley,North Dakota,2.3
Hebron,North Dakota,173
Crosby,North Dakota,363
Crary,North Dakota,60
Colgate,North Dakota,18.1
Jessie,North Dakota,21.2
Minto,North Dakota,163
North River,North Dakota,364
Glenburn,North Dakota,592
Carson,North Dakota,27
Willow City,North Dakota,133
McKenzie,North Dakota,32.4
Marmarth,North Dakota,21
Hillsboro,North Dakota,552
Wimbledon,North Dakota,123
Adams,North Dakota,48
Zahl,North Dakota,6.9
Mayville,North Dakota,368
Hazen,North Dakota,690
Courtenay,North Dakota,43
Northgate,North Dakota,3.9
Dahlen,North Dakota,29.6
Dazey,North Dakota,101
Milton,North Dakota,45
Walcott,North Dakota,91
Temvik,North Dakota,1
Drayton,North Dakota,450
Gardena,North Dakota,32
Pekin,North Dakota,100
Kulm,North Dakota,337
Riverdale,North Dakota,62
Page,North Dakota,91
Monango,North Dakota,33
Fairmount,North Dakota,414
Grace City,North Dakota,96
Reynolds,North Dakota,152
Belfield,North Dakota,354
Mott,North Dakota,305
Crete,North Dakota,8.1
Park River,North Dakota,245
Coteau,North Dakota,33.5
Holmesville,Nebraska,27.8
Bladen,Nebraska,237
Saint Helena,Nebraska,79
Shelby,Nebraska,485
Brewster,Nebraska,74
Bushnell,Nebraska,197
Edison,Nebraska,184
Chadron,Nebraska,561
Sholes,Nebraska,56
Wayne,Nebraska,758
Bayard,Nebraska,633
Dodge,Nebraska,583
Brainard,Nebraska,370
Oakdale,Nebraska,220
Ralston,Nebraska,1716
Fremont,Nebraska,1058
Staplehurst,Nebraska,720
Western,Nebraska,185
Burr,Nebraska,261
Shelton,Nebraska,559
Atlanta,Nebraska,218
McCool Junction,Nebraska,340
Stromsburg,Nebraska,441
Uehling,Nebraska,384
North Bend,Nebraska,615
Angus,Nebraska,3.3
Howells,Nebraska,369
Vesta,Nebraska,20.7
Henry,Nebraska,134
Whiteclay,Nebraska,17.2
Ceresco,Nebraska,808
Kearney,Nebraska,935
Hildreth,Nebraska,237
Exeter,Nebraska,324
Kimball,Nebraska,440
Ulysses,Nebraska,306
Diller,Nebraska,233
Plattsmouth,Nebraska,751
Paul,Nebraska,6.9
Walthill,Nebraska,718
Grand Island,Nebraska,667
Waco,Nebraska,405
Clatonia,Nebraska,309
Lushton,Nebraska,81
Morse Bluff,Nebraska,298
Culbertson,Nebraska,266
Lamar,Nebraska,112
Minatare,Nebraska,815
Champion,Nebraska,136.1
Callaway,Nebraska,292
Butte,Nebraska,284
Ord,Nebraska,386
Anselmo,Nebraska,203
Huntley,Nebraska,48
Weeping Water,Nebraska,430
Arthur,Nebraska,144
Archer,Nebraska,77.7
Spencer,Nebraska,316
McGrew,Nebraska,110
Lyons,Nebraska,455
Haig,Nebraska,15.5
Beatrice,Nebraska,503
Hardy,Nebraska,95
Eddyville,Nebraska,133
Wood Lake,Nebraska,77
Arabia,Nebraska,1.8
Marquette,Nebraska,432
Pawnee City,Nebraska,264
Elsie,Nebraska,236
Orleans,Nebraska,246
Deshler,Nebraska,562
Waterbury,Nebraska,192
Lodgepole,Nebraska,243
Inavale,Nebraska,41
Rising City,Nebraska,379
Saronville,Nebraska,116
Louisville,Nebraska,749
McCook,Nebraska,539
Elba,Nebraska,235
Malmo,Nebraska,323
Clarks,Nebraska,435
York,Nebraska,501
Columbus,Nebraska,875
Danbury,Nebraska,115
Redington,Nebraska,0.4
South Bend,Nebraska,294
Tobias,Nebraska,156
Nenzel,Nebraska,24
Doniphan,Nebraska,641
Maywood,Nebraska,152
Memphis,Nebraska,497
Avoca,Nebraska,726
Tilden,Nebraska,487
Hemingford,Nebraska,443
Naponee,Nebraska,167
Rulo,Nebraska,99
West Point,Nebraska,467
Wausa,Nebraska,434
Bee,Nebraska,289
Emerson,Nebraska,654
Taylor,Nebraska,270
Byron,Nebraska,201
Genoa,Nebraska,465
Upland,Nebraska,126
Creighton,Nebraska,351
Albion,Nebraska,608
Leigh,Nebraska,265
Bartley,Nebraska,110
Lebanon,Nebraska,182
Hershey,Nebraska,340
Hamlet,Nebraska,65
Marsland,Nebraska,0.4
Julian,Nebraska,241
Utica,Nebraska,699
Denton,Nebraska,643
Scottsbluff,Nebraska,913
Thedford,Nebraska,351
Cozad,Nebraska,563
Stockville,Nebraska,35
Martinsburg,Nebraska,333
Inman,Nebraska,166
Nora,Nebraska,20
Bruno,Nebraska,131
Milligan,Nebraska,438
Scribner,Nebraska,496
Alda,Nebraska,450
Waterloo,Nebraska,548
Eagle,Nebraska,1212
Raymond,Nebraska,537
Winnebago,Nebraska,1497
Gothenburg,Nebraska,373
Hoskins,Nebraska,362
Swanton,Nebraska,178
Riverton,Nebraska,82
Chapman,Nebraska,251
Palisade,Nebraska,369
Martin,Nebraska,8.2
Wauneta,Nebraska,228
Hayes Center,Nebraska,280
Verdon,Nebraska,261
Anoka,Nebraska,4
Crofton,Nebraska,408
Belgrade,Nebraska,241
Maxwell,Nebraska,338
Crookston,Nebraska,63
Ong,Nebraska,82
Inland,Nebraska,67.9
Manley,Nebraska,955
Niobrara,Nebraska,183
Monroe,Nebraska,635
Bassett,Nebraska,500
Willow Island,Nebraska,12.1
Dunbar,Nebraska,321
Arlington,Nebraska,826
Weissert,Nebraska,1.6
Broadwater,Nebraska,293
Otoe,Nebraska,424
Paxton,Nebraska,185
Unadilla,Nebraska,403
Dixon,Nebraska,211
Brunswick,Nebraska,87
Smithfield,Nebraska,123
Ayr,Nebraska,178
Deweese,Nebraska,193
Ashby,Nebraska,13.7
Stanton,Nebraska,337
Elyria,Nebraska,72
Madrid,Nebraska,79
Preston,Nebraska,176
Sparks,Nebraska,10.1
Whitney,Nebraska,181
Wilsonville,Nebraska,128
Enola,Nebraska,35.1
Loma,Nebraska,22.3
Wilcox,Nebraska,249
Rogers,Nebraska,207
Stapleton,Nebraska,471
Morrill,Nebraska,584
Cowles,Nebraska,19
Enders,Nebraska,61.5
Gordon,Nebraska,640
Cotesfield,Nebraska,35
Seward,Nebraska,646
Dwight,Nebraska,306
Swedeburg,Nebraska,58.2
Cairo,Nebraska,322
Holbrook,Nebraska,474
Potter,Nebraska,206
Bucktail,Nebraska,0.1
Bancroft,Nebraska,506
Giltner,Nebraska,355
Wilber,Nebraska,805
Hickman,Nebraska,1196
Polk,Nebraska,248
Gretna,Nebraska,801
Duncan,Nebraska,337
Bertrand,Nebraska,495
Washington,Nebraska,288
Talmage,Nebraska,567
Snyder,Nebraska,234
Lewellen,Nebraska,220
Liberty,Nebraska,115
Petersburg,Nebraska,333
Peru,Nebraska,558
Steinauer,Nebraska,205
Alma,Nebraska,392
Scotia,Nebraska,324
Broken Bow,Nebraska,701
Gering,Nebraska,747
Gandy,Nebraska,50
Cook,Nebraska,696
Bostwick,Nebraska,5.4
Richfield,Nebraska,23
Creston,Nebraska,378
Beemer,Nebraska,638
Guide Rock,Nebraska,160
North Platte,Nebraska,696
Alvo,Nebraska,521
Agnew,Nebraska,26.9
Springview,Nebraska,134
Carleton,Nebraska,36
Cambridge,Nebraska,300
Clinton,Nebraska,164
Lemoyne,Nebraska,67.2
Winnetoon,Nebraska,87
Indianola,Nebraska,170
Valparaiso,Nebraska,372
Fairbury,Nebraska,596
Brock,Nebraska,131
Springfield,Nebraska,834
Sprague,Nebraska,571
Royal,Nebraska,160
Hubbell,Nebraska,73
Jackson,Nebraska,176
Cornlea,Nebraska,150
Aten,Nebraska,16.9
Palmer,Nebraska,345
Heartwell,Nebraska,367
Lisco,Nebraska,86.7
Emmet,Nebraska,70
Republican City,Nebraska,186
Nemaha,Nebraska,179
Clarkson,Nebraska,307
Litchfield,Nebraska,324
Crab Orchard,Nebraska,89
Prosser,Nebraska,104
Humphrey,Nebraska,628
Hastings,Nebraska,669
Ansley,Nebraska,229
Concord,Nebraska,461
Craig,Nebraska,257
Kramer,Nebraska,11.2
Carroll,Nebraska,557
Schuyler,Nebraska,887
Auburn,Nebraska,584
Coleridge,Nebraska,342
Burton,Nebraska,36
Maskell,Nebraska,172
Venango,Nebraska,82
Sutherland,Nebraska,399
Ragan,Nebraska,57
Cody,Nebraska,58
Sarben,Nebraska,32.2
Lincoln,Nebraska,1183
Douglas,Nebraska,313
Valley,Nebraska,246
Crawford,Nebraska,313
Murdock,Nebraska,720
Odessa,Nebraska,99.9
Fairmont,Nebraska,251
Kennard,Nebraska,468
Linwood,Nebraska,87
Grafton,Nebraska,133
Virginia,Nebraska,226
Rockville,Nebraska,180
Antioch,Nebraska,0.1
Comstock,Nebraska,99
Decatur,Nebraska,175
Pierce,Nebraska,737
Fordyce,Nebraska,355
Boys Town,Nebraska,189
Pilger,Nebraska,477
Magnet,Nebraska,142
Octavia,Nebraska,286
Hadar,Nebraska,290
Phillips,Nebraska,386
Mead,Nebraska,350
Boone,Nebraska,10.7
Ainsworth,Nebraska,635
Barada,Nebraska,98
Elm Creek,Nebraska,530
Hordville,Nebraska,210
Lindsay,Nebraska,272
Trenton,Nebraska,367
Du Bois,Nebraska,119
Mason City,Nebraska,140
Lakeside,Nebraska,9.6
Prague,Nebraska,360
Sweetwater,Nebraska,2.8
Wann,Nebraska,41
Boelus,Nebraska,100.2
Thayer,Nebraska,80
Menominee,Nebraska,38
Reynolds,Nebraska,102
Ellsworth,Nebraska,9.9
Lewiston,Nebraska,242
Loomis,Nebraska,440
Bow Valley,Nebraska,42.5
Hay Springs,Nebraska,559
Union,Nebraska,444
King Lake,Nebraska,68.3
Gilead,Nebraska,212
Beaver City,Nebraska,225
Flats,Nebraska,0
Powell,Nebraska,3.4
Henderson,Nebraska,681
Terrytown,Nebraska,967
Lyman,Nebraska,323
Platte Center,Nebraska,432
Pickrell,Nebraska,686
Big Springs,Nebraska,339
Walton,Nebraska,68.5
Wolbach,Nebraska,144
Tamora,Nebraska,34.6
Whitman,Nebraska,0.7
Norden,Nebraska,0.3
Homer,Nebraska,550
Wisner,Nebraska,441
Table Rock,Nebraska,169
Verdel,Nebraska,69
Dannebrog,Nebraska,317
Lexington,Nebraska,860
Stella,Nebraska,313
Cedar Rapids,Nebraska,399
Newport,Nebraska,110
Hooper,Nebraska,490
Holstein,Nebraska,342
Keene,Nebraska,1.4
Endicott,Nebraska,106
Alliance,Nebraska,636
Humboldt,Nebraska,235
Pauline,Nebraska,22.4
Carlson,Nebraska,13.1
Hendley,Nebraska,41
Dunning,Nebraska,176
Marion,Nebraska,3.2
Gurley,Nebraska,417
Bradshaw,Nebraska,315
Tryon,Nebraska,103.6
Dalton,Nebraska,335
Allen,Nebraska,372
Halsey,Nebraska,165
Minden,Nebraska,531
Bellwood,Nebraska,678
Greeley,Nebraska,349.8
Blue Hill,Nebraska,458
Grant,Nebraska,566
Hartington,Nebraska,574
Bennington,Nebraska,704
Foster,Nebraska,88
Surprise,Nebraska,40
Winslow,Nebraska,280
Monowi,Nebraska,1
Johnson,Nebraska,570
Pleasant Dale,Nebraska,720
Aurora,Nebraska,569
Blair,Nebraska,567
Brownson,Nebraska,19.3
Merna,Nebraska,265
Harvard,Nebraska,578
Hyannis,Nebraska,142
Glenvil,Nebraska,652
Mascot,Nebraska,1.6
Rockford,Nebraska,6.5
McLean,Nebraska,146
La Platte,Nebraska,159.4
La Vista,Nebraska,1217
Waverly,Nebraska,633
Bridgeport,Nebraska,511
Overland,Nebraska,134.9
Edgar,Nebraska,220
Loretto,Nebraska,53.6
Overton,Nebraska,407
Hansen,Nebraska,104.3
Battle Creek,Nebraska,657
Clearwater,Nebraska,426
Farnam,Nebraska,95
Melbeta,Nebraska,498
Shubert,Nebraska,255
Irvington,Nebraska,977.2
Pender,Nebraska,601
Dawson,Nebraska,246
Abie,Nebraska,238
Almeria,Nebraska,1.1
Brownlee,Nebraska,15.8
Filley,Nebraska,451
North Loup,Nebraska,276
Sidney,Nebraska,341
Panama,Nebraska,382
Fullerton,Nebraska,373
Wynot,Nebraska,376
Wahoo,Nebraska,650
Firth,Nebraska,790
Axtell,Nebraska,647
Perrin,Nebraska,2.4
Oconto,Nebraska,277
Cedar Bluffs,Nebraska,585
Macy,Nebraska,307.9
Lynch,Nebraska,166
Burwell,Nebraska,443
Bazile Mills,Nebraska,22
Adams,Nebraska,398
Princeton,Nebraska,25.9
Saint Paul,Nebraska,763
Rosemont,Nebraska,15.6
Burchard,Nebraska,183
Stuart,Nebraska,168
Stratton,Nebraska,298
Sumner,Nebraska,294
Chappell,Nebraska,494
Davenport,Nebraska,167
Ringgold,Nebraska,0.8
Elgin,Nebraska,329
Daykin,Nebraska,371
Fort Calhoun,Nebraska,553
Newman Grove,Nebraska,507
Saint Mary,Nebraska,49.4
Salem,Nebraska,64
Eustis,Nebraska,342
Harrison,Nebraska,290
Campbell,Nebraska,283
Laurel,Nebraska,363
Palmyra,Nebraska,638
Elk City,Nebraska,22.7
West Lincoln,Nebraska,1812.2
Gross,Nebraska,6
Venice,Nebraska,53.5
Trumbull,Nebraska,176
Ellis,Nebraska,20.3
Primrose,Nebraska,83
Ravenna,Nebraska,319
Inglewood,Nebraska,509
Benedict,Nebraska,466
Berwyn,Nebraska,122
Oak,Nebraska,160
Fontanelle,Nebraska,63
Imperial,Nebraska,269
Atkinson,Nebraska,296
Touhy,Nebraska,10.8
Norfolk,Nebraska,877
Cordova,Nebraska,204
Juniata,Nebraska,478
Elsmere,Nebraska,2.1
Lowell,Nebraska,6.8
Thurston,Nebraska,451
Harrisburg,Nebraska,59.2
Oshkosh,Nebraska,469
Oxford,Nebraska,319
Amelia,Nebraska,7.2
Falls City,Nebraska,484
Nebraska City,Nebraska,577
Bristow,Nebraska,144
Purdum,Nebraska,2.8
Papillion,Nebraska,882
Ashland,Nebraska,901
Garrison,Nebraska,175
Mitchell,Nebraska,954
Davey,Nebraska,389
O'Neill,Nebraska,588
Hampton,Nebraska,479
Bruning,Nebraska,366
Garland,Nebraska,497
Spalding,Nebraska,538
Miller,Nebraska,137
Gresham,Nebraska,311
Tarnov,Nebraska,559
Max,Nebraska,76.5
Sunol,Nebraska,84.5
Randolph,Nebraska,373
Kronborg,Nebraska,7
Richland,Nebraska,126
Tecumseh,Nebraska,421
Elk Creek,Nebraska,282
Nickerson,Nebraska,369
Sargent,Nebraska,182
Saint Edward,Nebraska,399
Red Cloud,Nebraska,347
Lorenzo,Nebraska,32.4
Bloomington,Nebraska,47
Stockham,Nebraska,102
Sterling,Nebraska,440
Mullen,Nebraska,377
Milford,Nebraska,1030
Bellevue,Nebraska,1244
Ewing,Nebraska,324
Yankee Hill,Nebraska,18.3
Odell,Nebraska,434
Long Pine,Nebraska,197
Wakefield,Nebraska,506
Kenesaw,Nebraska,356
Newcastle,Nebraska,389
Wymore,Nebraska,285
Angora,Nebraska,3.9
De Witt,Nebraska,469
Yutan,Nebraska,848
Greenwood,Nebraska,549
Farwell,Nebraska,268
Neligh,Nebraska,400
Skyline,Nebraska,290.5
Silver Creek,Nebraska,509
Dix,Nebraska,423
Nelson,Nebraska,217
Plainview,Nebraska,426
Jansen,Nebraska,192
Alexandria,Nebraska,162
Saint Libory,Nebraska,108.8
Bloomfield,Nebraska,451
Osmond,Nebraska,362
Ithaca,Nebraska,245
Verdigre,Nebraska,382
Santee,Nebraska,233
Raeville,Nebraska,36.2
Brandon,Nebraska,21.6
Assumption,Nebraska,3.7
Ericson,Nebraska,96
Belvidere,Nebraska,37
Friend,Nebraska,459
Cedar Creek,Nebraska,272
Roseland,Nebraska,371
Clay Center,Nebraska,381
Dakota City,Nebraska,498
Ruby,Nebraska,6.5
Strang,Nebraska,83
Funk,Nebraska,271
Syracuse,Nebraska,603
Arcadia,Nebraska,207
Brady,Nebraska,490
Orchard,Nebraska,301
Chester,Nebraska,147
Saint Bernard,Nebraska,5.5
Kilgore,Nebraska,67
Goehner,Nebraska,344
Roca,Nebraska,806
Macon,Nebraska,17
Seneca,Nebraska,13.3
Madison,Nebraska,790
Rushville,Nebraska,293
Brule,Nebraska,388
Beaver Crossing,Nebraska,240
Shickley,Nebraska,411
Elmwood,Nebraska,666
Westerville,Nebraska,44.7
Valentine,Nebraska,470
Lorton,Nebraska,389
Amherst,Nebraska,447
Eli,Nebraska,0.9
Steele City,Nebraska,96
Gibbon,Nebraska,840
Wallace,Nebraska,189
Superior,Nebraska,381
Saint Stephens,Nebraska,4.8
Ponca,Nebraska,495
Bennet,Nebraska,661
Fairfield,Nebraska,197
Keystone,Nebraska,7.9
Hazard,Nebraska,102
Bingham,Nebraska,28.2
Ogallala,Nebraska,353
Wood River,Nebraska,656
Norman,Nebraska,174
Lawrence,Nebraska,268
Ohiowa,Nebraska,168
South Sioux City,Nebraska,805
Page,Nebraska,254
Grainton,Nebraska,23
Rose,Nebraska,0.2
Bartlett,Nebraska,320
Ames,Nebraska,12.6
Herman,Nebraska,710
Chalco,Nebraska,2118.8
Naper,Nebraska,225
Sutton,Nebraska,276
Belden,Nebraska,285
Mills,Nebraska,5.1
Meadow Grove,Nebraska,370
Barneston,Nebraska,175
Poole,Nebraska,4.8
Osceola,Nebraska,362
Holdrege,Nebraska,496
Franklin,Nebraska,357
Howe,Nebraska,13.3
Ashton,Nebraska,123
Ruskin,Nebraska,107
Obert,Nebraska,116
Weston,Nebraska,565
Stamford,Nebraska,148
Harbine,Nebraska,173
Haigler,Nebraska,233
Murray,Nebraska,490
Hebron,Nebraska,415
Pleasanton,Nebraska,396
Nehawka,Nebraska,354
Benkelman,Nebraska,404
Berea,Nebraska,41.6
Cushing,Nebraska,41
Lindy,Nebraska,8.5
Hubbard,Nebraska,519
Dickens,Nebraska,7.3
Parks,Nebraska,0.7
Central City,Nebraska,485
Loup City,Nebraska,413
Cortland,Nebraska,696
Moorefield,Nebraska,69
Center,Nebraska,328
Merriman,Nebraska,49
Curtis,Nebraska,286
David City,Nebraska,573
Geneva,Nebraska,401
Belmar,Nebraska,16.9
Darr,Nebraska,6.3
Mynard,Nebraska,15.2
Tekamah,Nebraska,416
Arapahoe,Nebraska,387
Milburn,Nebraska,0.5
Johnstown,Nebraska,44
Omaha,Nebraska,1308
Winside,Nebraska,613
Roscoe,Nebraska,82.5
Wellfleet,Nebraska,109
Arnold,Nebraska,332
Crete,Nebraska,838
Plymouth,Nebraska,472
Brownville,Nebraska,73
Riverdale,Nebraska,266
Leshara,Nebraska,637
Dorchester,Nebraska,471
Malcolm,Nebraska,1091
Mintle,Nebraska,6.5
Rosalie,Nebraska,325
Elwood,Nebraska,520
Colon,Nebraska,307
Hallam,Nebraska,544
Blue Springs,Nebraska,159
Chambers,Nebraska,97
Oakland,Nebraska,492
White Pine,Tennessee,332
Dyersburg,Tennessee,367
Park City,Tennessee,420.2
Bolivar,Tennessee,238
Lookout Mountain,Tennessee,538
Pleasant Hill,Tennessee,134
Pinson,Tennessee,164.8
Jonesborough,Tennessee,404
Fayetteville,Tennessee,280
Rural Hill,Tennessee,175.3
Columbia,Tennessee,463
Estill Springs,Tennessee,176
Christiana,Tennessee,142.2
Wynnburg,Tennessee,76.6
Ashland City,Tennessee,167
Waynesboro,Tennessee,210
Cumberland City,Tennessee,23
Lakeland,Tennessee,207
McKinnon,Tennessee,24.1
New Tazewell,Tennessee,207
Dandridge,Tennessee,194
Red Bank,Tennessee,692
La Vergne,Tennessee,551
Vanleer,Tennessee,223
Lynnville,Tennessee,351
Wildwood,Tennessee,294.3
East Cleveland,Tennessee,479.5
Charlotte,Tennessee,144
Banner Hill,Tennessee,1119.2
Campaign,Tennessee,197.8
Shouns,Tennessee,206
Halls Crossroads,Tennessee,518.4
Trimble,Tennessee,360
Tennessee City,Tennessee,23.8
Rockvale,Tennessee,58.4
Alpine,Tennessee,52.1
Summertown,Tennessee,155.9
Winchester,Tennessee,306
Hornbeak,Tennessee,214
Fowlkes,Tennessee,455.9
Theta,Tennessee,39
Newbern,Tennessee,283
Townsend,Tennessee,79
Gleason,Tennessee,236
Capleville,Tennessee,0
Forest Hills,Tennessee,206
Walnut Grove,Tennessee,101.3
Gruetli-Laager,Tennessee,52
Oak Ridge,Tennessee,131
Green Brier,Tennessee,25.3
South Carthage,Tennessee,205
Elizabethton,Tennessee,543
Cedar Hill,Tennessee,175
Elora,Tennessee,106.9
Gadsden,Tennessee,160
Bell Buckle,Tennessee,345
Millersville,Tennessee,191
Arthur,Tennessee,229.7
Pine Crest,Tennessee,1153.6
Oakdale,Tennessee,91
Gibson,Tennessee,245
Spencer,Tennessee,96
Grandview,Tennessee,52.5
Byrdstown,Tennessee,215
Ridgetop,Tennessee,262
Somerville,Tennessee,91
Sneedville,Tennessee,226
Milledgeville,Tennessee,62
New Providence,Tennessee,982.1
Russellville,Tennessee,171.5
Church Hill,Tennessee,275
Vonore,Tennessee,64
Mount Pleasant,Tennessee,153
Gatlinburg,Tennessee,155
Louisville,Tennessee,107
Finger,Tennessee,73
Monteagle,Tennessee,52
Cumberland Furnace,Tennessee,30.1
Buena Vista,Tennessee,37.5
Seymour,Tennessee,166.1
Overall,Tennessee,47.5
Huntland,Tennessee,224
Dodson Branch,Tennessee,51.5
Campbellsville,Tennessee,43.1
Memphis,Tennessee,793
Lyles,Tennessee,186.9
Brighton,Tennessee,395
East Ridge,Tennessee,984
Eva,Tennessee,133.2
Midtown,Tennessee,165.9
Tracy City,Tennessee,116
Chewalla,Tennessee,25.5
