city,state_name,density
Whitesville,Virginia,166.1
Catlett,Virginia,120.7
Ebony,Virginia,16.9
Coeburn,Virginia,376
Bassett,Virginia,28.9
Purcellville,Virginia,1114
Arlington,Virginia,11892.6
Blackstone,Virginia,291
New River,Virginia,227.6
Twin Lakes,Virginia,554.3
Stanleytown,Virginia,118.8
Appalachia,Virginia,268
Heathsville,Virginia,19.5
Covington,Virginia,390
Amonate,Virginia,33.5
Charlottesville,Virginia,1809
Rural Retreat,Virginia,248
Vansant,Virginia,95.3
Smithfield,Virginia,342
Lake Monticello,Virginia,669.1
Villa Heights,Virginia,84
West Springfield,Virginia,1417.3
Waverly,Virginia,249
Abbott,Virginia,28.6
Burkeville,Virginia,156
Wallace,Virginia,72.7
Bull Run Mountain Estates,Virginia,458.5
Falling Spring,Virginia,56.2
Chase Crossing,Virginia,98
Tazewell,Virginia,238
Benns Church,Virginia,54.2
Cullen,Virginia,33.2
Esmont,Virginia,90.1
Lovettsville,Virginia,964
Seven Mile Ford,Virginia,135.6
Brooke,Virginia,71.9
Achilles,Virginia,107.5
Lewisetta,Virginia,164.7
Boones Mill,Virginia,122
Atkins,Virginia,145.2
Norfolk,Virginia,1773
Belle Haven,Virginia,127
Ladysmith,Virginia,35.4
Whaleyville,Virginia,90.7
Middletown,Virginia,679
Blue Ridge Shores,Virginia,380
Montclair,Virginia,1954.7
Dumfries,Virginia,1315
Stuart,Virginia,175
Berryville,Virginia,738
Templeton,Virginia,79.5
Winterpock,Virginia,27.4
Stevens Creek,Virginia,118.6
Millboro,Virginia,96.7
Bracey,Virginia,32.8
Stanley,Virginia,445
Buchanan,Virginia,207
Gretna,Virginia,280
Elkton,Virginia,347
Moneta,Virginia,183.8
Glen Wilton,Virginia,123.7
Eggleston,Virginia,128.4
Yogaville,Virginia,8
Damascus,Virginia,382
Rushmere,Virginia,135.4
Petersburg,Virginia,539
Dumbarton,Virginia,1092.8
Fort Hunt,Virginia,1879.7
Goldvein,Virginia,29.2
Prices Fork,Virginia,137.6
Rio,Virginia,1200.9
Claremont,Virginia,52
Sussex,Virginia,139
Hurt,Virginia,138
Fort Chiswell,Virginia,11.2
Hallwood,Virginia,328
Pungoteague,Virginia,133.9
Hot Springs,Virginia,49.1
Manchester,Virginia,435
Sandy Level,Virginia,30.7
Chatham,Virginia,273
West Falls Church,Virginia,2290
Weyers Cave,Virginia,392.9
Walkerton,Virginia,73.6
Pearisburg,Virginia,321
Enon,Virginia,318.5
Arvonia,Virginia,61.8
Isle of Wight,Virginia,4.3
Daleville,Virginia,196
Matoaca,Virginia,477.2
Fair Oaks,Virginia,6045.5
Temperanceville,Virginia,122.6
Gratton,Virginia,383.6
Franconia,Virginia,1494.8
Collinsville,Virginia,791.1
Windsor,Virginia,261
Cats Bridge,Virginia,19.7
Parksley,Virginia,513
Bland,Virginia,129.9
Huntington,Virginia,3183.3
Brightwood,Virginia,96.8
Sanford,Virginia,24.2
Chincoteague,Virginia,120
Sperryville,Virginia,130.9
Waterford,Virginia,285.9
Sugarland Run,Virginia,4456.7
Tiptop,Virginia,16.2
Deerfield,Virginia,55.8
Meadowbrook,Virginia,383.3
Selma,Virginia,454.6
Churchville,Virginia,114.9
Springville,Virginia,344.2
Shenandoah,Virginia,414
Saxe,Virginia,10.7
Parrott,Virginia,162.7
Altavista,Virginia,261
Potomac Mills,Virginia,0
Great Falls,Virginia,297.8
Naruna,Virginia,42.1
Clifton Forge,Virginia,455
Skyland Estates,Virginia,138
Lynch Station,Virginia,49.7
Claypool Hill,Virginia,228.7
Fries,Virginia,273
La Crosse,Virginia,189
Glade Spring,Virginia,453
Falls Church,Virginia,2751
Dunn Loring,Virginia,1542.7
Pound,Virginia,140
Rocky Mount,Virginia,269
Concord,Virginia,229.2
Grottoes,Virginia,528
Modest Town,Virginia,63.6
Fairlawn,Virginia,510.3
Galax,Virginia,310
Farmville,Virginia,419
University Center,Virginia,607.5
Lively,Virginia,28.3
Nethers,Virginia,29
Hampden Sydney,Virginia,138.4
Saxis,Virginia,224
Sutherland,Virginia,76.4
Brodnax,Virginia,150
Stanardsville,Virginia,414
Purdy,Virginia,31
Highland Springs,Virginia,1874.3
Massanetta Springs,Virginia,80.6
Martinsville,Virginia,463
Chantilly,Virginia,572.9
New Hope,Virginia,62.5
Dry Fork,Virginia,14.6
Toano,Virginia,432.8
Saluda,Virginia,94.6
Danville,Virginia,371
Jewell Ridge,Virginia,169.7
Shipman,Virginia,61.9
Quantico,Virginia,2883
Rice,Virginia,35.7
Triangle,Virginia,843.1
Ingram,Virginia,18.5
Ivy,Virginia,124.8
Ettrick,Virginia,918.1
Harborton,Virginia,224.5
Dendron,Virginia,27
Prince George,Virginia,76.5
Flint Hill,Virginia,58.8
Quinby,Virginia,91.9
Wise,Virginia,381
Sedley,Virginia,37.8
Dale City,Virginia,3420.2
Mechanicsville,Virginia,869.4
Lafayette,Virginia,389.6
Nathalie,Virginia,34.3
Manassas,Virginia,1626
Mount Sidney,Virginia,164.4
Lakeside,Virginia,1775.9
Colonial Beach,Virginia,541
Central Point,Virginia,5.7
Lowes Island,Virginia,625.7
Suffolk,Virginia,87
Burkes Garden,Virginia,7.1
Ivanhoe,Virginia,58.2
Chase City,Virginia,394
Saint Charles,Virginia,248
Clinchport,Virginia,37
Blairs,Virginia,119.2
Merrifield,Virginia,875.1
Madison Heights,Virginia,652.4
Deep Creek,Virginia,54.7
Clarksville,Virginia,156
Moseley,Virginia,59
Hoadly,Virginia,1004.7
Mitchelltown,Virginia,208.5
Lovingston,Virginia,213.7
Kent,Virginia,8.2
Independence,Virginia,148
Harrisonburg,Virginia,1207
Melfa,Virginia,513
King George,Virginia,146.3
Newtown,Virginia,45.6
Clintwood,Virginia,251
White Stone,Virginia,132
Pembroke,Virginia,386
Spring Garden,Virginia,22.4
Rocky Gap,Virginia,40.4
Dublin,Virginia,757
Wakefield,Virginia,262
Dryden,Virginia,178.4
Elk Hill,Virginia,7.1
Horntown,Virginia,68.2
Low Moor,Virginia,102.5
Gladstone,Virginia,15.8
Oak Grove,Virginia,2209.4
Gloucester,Virginia,450.4
Dulles Town Center,Virginia,2120.5
Bobtown,Virginia,21.6
Belspring,Virginia,134.4
Fredericksburg,Virginia,1047
Bealeton,Virginia,503.5
Warrenton,Virginia,871
Savage Town,Virginia,71.5
Marion,Virginia,529
Blue Ridge,Virginia,151.7
Ravensworth,Virginia,1473.8
Broadway,Virginia,630
McCoy,Virginia,88.3
Bellwood,Virginia,1632.8
Shawsville,Virginia,247
Drewryville,Virginia,19.2
Wyndham,Virginia,1997.1
Bridgewater,Virginia,931
Weber City,Virginia,278
Spring Creek,Virginia,55.9
Pratts,Virginia,67.4
Pastoria,Virginia,78.9
Union Level,Virginia,29.7
East Lexington,Virginia,322.2
Wattsville,Virginia,280.4
Mount Airy,Virginia,20.7
Ferrum,Virginia,150.3
Culpeper,Virginia,977
Cloverdale,Virginia,585.3
Fincastle,Virginia,552
Triplet,Virginia,3.6
Vinton,Virginia,1002
Owenton,Virginia,12.3
Meherrin,Virginia,60.6
DeWitt,Virginia,55.8
Pohick,Virginia,2257.6
Henry Fork,Virginia,154.7
Chester Gap,Virginia,287.8
Pamplin,Virginia,270
Mount Solon,Virginia,57.8
Gate City,Virginia,184
Bloxom,Virginia,430
McLean,Virginia,2117.9
Brambleton,Virginia,1358.4
Sweet Briar Station,Virginia,23.4
Blacksburg,Virginia,874
Milford,Virginia,180.8
Pender,Virginia,1803.2
Passapatanzy,Virginia,136
Castlewood,Virginia,97.4
Portsmouth,Virginia,1096
Newport News,Virginia,1002
Westlake Corner,Virginia,18
Shenandoah Retreat,Virginia,209.7
Sugar Grove,Virginia,159.9
Harriston,Virginia,108.8
Cluster Springs,Virginia,100.7
Alberene,Virginia,84.6
Mavisdale,Virginia,92.6
Pauls Crossroads,Virginia,60.2
Irvington,Virginia,103
Madisonville,Virginia,7.3
Nottoway Court House,Virginia,44.5
Guinea,Virginia,80.3
Timberlake,Virginia,613.1
Spotsylvania Courthouse,Virginia,282.6
Forest,Virginia,136.1
Nelsonia,Virginia,100.1
Weedonville,Virginia,121.1
Oak Hall,Virginia,74.5
Cape Charles,Virginia,109
Brosville,Virginia,109.5
Basye,Virginia,90.6
Paytes,Virginia,84.3
New Kent,Virginia,38.5
South Hill,Virginia,171
Gladys,Virginia,86.5
Volens,Virginia,18.5
Hiwassee,Virginia,71.7
Hewlett,Virginia,20.5
Dillwyn,Virginia,264
Haymarket,Virginia,1153
Dranesville,Virginia,505.6
Brentsville,Virginia,143.6
Brookneal,Virginia,122
Bluefield,Virginia,191
Hollymead,Virginia,775.4
Wellington,Virginia,1010.4
Boyce,Virginia,657
Plum Creek,Virginia,111.1
South Chesconessex,Virginia,59.3
Mount Jackson,Virginia,219
Honaker,Virginia,312
Newsoms,Virginia,230
Eastville,Virginia,275
Fork Union,Virginia,117.3
Marshall,Virginia,815
Buckner,Virginia,76.6
Annandale,Virginia,2847.4
Gasburg,Virginia,18.3
Nickelsville,Virginia,294
Mechanicsburg,Virginia,28.3
Salem,Virginia,687
Linville,Virginia,150.9
Laurel,Virginia,1983
Leesburg,Virginia,1688
East Highland Park,Virginia,1497.7
Palmyra,Virginia,34.2
Walters,Virginia,51.4
Farnham,Virginia,40.9
Cheriton,Virginia,162
Warfield,Virginia,26.2
Cumberland,Virginia,63.3
Rockdell,Virginia,11
Dooms,Virginia,172.2
Hillsville,Virginia,105
Pulaski,Virginia,419
Baskerville,Virginia,31.2
Stony Creek,Virginia,121
New Church,Virginia,65.2
Rileyville,Virginia,109
Greenbriar,Virginia,1696.3
Staunton,Virginia,475
Mendota,Virginia,26
New Market,Virginia,427
Edinburg,Virginia,554
Fairview,Virginia,59.1
Wylliesburg,Virginia,16
Dahlgren,Virginia,559.1
Stuarts Draft,Virginia,182.9
Stephens City,Virginia,318
Wytheville,Virginia,213
Middlebrook,Virginia,55.6
Oakton,Virginia,1653.7
Covesville,Virginia,19
Lyndhurst,Virginia,164
Axton,Virginia,49.1
Charlotte Court House,Virginia,50
Bristow,Virginia,140.2
Champlain,Virginia,8.4
Pantops,Virginia,477.1
Courtland,Virginia,515
Baileys Crossroads,Virginia,2007.4
Goode,Virginia,45.1
Bristol,Virginia,502
Ashland,Virginia,418
Monroe,Virginia,146.8
Lincolnia,Virginia,6502
Reston,Virginia,3788.4
Five Mile Fork,Virginia,927.2
Hampton,Virginia,1010
Healing Springs,Virginia,59.5
Nassawadox,Virginia,281
Halifax,Virginia,125
Woodbridge,Virginia,953.9
Alton,Virginia,8.9
Bergton,Virginia,4.5
Reedville,Virginia,159.3
Sandston,Virginia,1152.1
Starkey,Virginia,487.2
Central Garage,Virginia,93.9
Spring Grove,Virginia,17.6
New Canton,Virginia,39.2
King William,Virginia,15.8
Fort Blackmore,Virginia,33.3
Roanoke,Virginia,906
Crewe,Virginia,416
Williamsburg,Virginia,649
Hybla Valley,Virginia,1857.8
Yorkshire,Virginia,502.6
The Plains,Virginia,323
Buckhall,Virginia,203.1
Unionville,Virginia,81.3
Glen Allen,Virginia,824.4
Capron,Virginia,362
Fishersville,Virginia,284.8
Raven,Virginia,397
Sterling,Virginia,1887.4
Simpsons,Virginia,42.5
Centenary,Virginia,17.3
Narrows,Virginia,597
Ewing,Virginia,123.1
Woodburn,Virginia,763.1
Kinsale,Virginia,153.3
Victoria,Virginia,225
Callaghan,Virginia,62
Shenandoah Shores,Virginia,533.1
Warm Springs,Virginia,44.2
Front Royal,Virginia,572
Opal,Virginia,73
Shawnee Land,Virginia,370.1
Big Island,Virginia,181
Trammel,Virginia,49.9
Sebrell,Virginia,11.3
Brandermill,Virginia,900.2
Chesterfield,Virginia,874.1
Nelson,Virginia,9.6
Meadowview,Virginia,224.5
Brucetown,Virginia,128.3
Brokenburg,Virginia,73.1
Sudley,Virginia,2104.5
Jeffersonton,Virginia,61.7
Alexandria,Virginia,4137
Elmo,Virginia,17.5
Belmont,Virginia,405.1
Scottsville,Virginia,155
Red Ash,Virginia,59.1
Deltaville,Virginia,145.8
Kings Park,Virginia,2084
Natural Bridge Station,Virginia,112.7
South Riding,Virginia,901.4
Bull Run,Virginia,3922.4
North Shore,Virginia,53.2
Pimmit Hills,Virginia,1996.7
Phenix,Virginia,72
Gainesville,Virginia,383.1
Woodlawn,Virginia,95.5
Linton Hall,Virginia,2016
Rivanna,Virginia,114.5
Glenvar,Virginia,83.7
Norton,Virginia,203
Fieldale,Virginia,229.2
Burke,Virginia,1569
Vienna,Virginia,1450
Draper,Virginia,120.5
Motley,Virginia,102.1
Spotsylvania,Virginia,112.9
Laurel Hill,Virginia,454.6
Paint Bank,Virginia,8.8
Pocahontas,Virginia,245
Lynchburg,Virginia,638
Aquia Harbour,Virginia,955.2
Trout Dale,Virginia,20
Morrisville,Virginia,111.2
Washington,Virginia,186
Makemie Park,Virginia,8.2
Chester,Virginia,659.2
Iron Gate,Virginia,424
Seven Corners,Virginia,2382.5
Seaford,Virginia,604
Pennington Gap,Virginia,404
West Point,Virginia,253
Madison,Virginia,395
Groveton,Virginia,2886.8
Disputanta,Virginia,89.7
Goochland,Virginia,146.1
Oriskany,Virginia,15.6
Chula,Virginia,99.6
Captains Cove,Virginia,274.5
Lorton,Virginia,2739.9
Laymantown,Virginia,245.9
Rich Creek,Virginia,352
Amherst,Virginia,173
Port Royal,Virginia,122
Pleasant Valley,Virginia,300.6
Crozet,Virginia,669.3
Emporia,Virginia,295
Midland,Virginia,50.8
Scotland,Virginia,202.5
Greenville,Virginia,177.9
Woodstock,Virginia,528
Fairfield,Virginia,73.6
Ruckersville,Virginia,328.8
Arcola,Virginia,73.3
Dundas,Virginia,21.9
Appomattox,Virginia,297
Richlands,Virginia,363
Floris,Virginia,874.3
Massies Mill,Virginia,25
Dayton,Virginia,600
Shenandoah Farms,Virginia,375.8
Poquoson,Virginia,302
Floyd,Virginia,370
North Springfield,Virginia,1995.9
Mantua,Virginia,1472.8
Painter,Virginia,131
Chatmoss,Virginia,10.8
New Castle,Virginia,351
Bon Air,Virginia,599.9
Prospect,Virginia,60.3
Bedford,Virginia,289
Carrsville,Virginia,111
Union Hall,Virginia,8.3
Hurley,Virginia,29.7
Hartfield,Virginia,21.8
Abingdon,Virginia,382
Austinville,Virginia,138
Tasley,Virginia,70.9
Max Meadows,Virginia,167.5
Franklin,Virginia,383
Belmont Estates,Virginia,694.3
Oakpark,Virginia,13.7
Bellamy,Virginia,77.5
York Haven Anchorage,Virginia,428.8
Lawrenceville,Virginia,351
Hopewell,Virginia,848
Tuckahoe,Virginia,1003.7
Keysville,Virginia,261
Jefferson,Virginia,2510.6
Grundy,Virginia,71
Broadford,Virginia,40.6
Gloucester Courthouse,Virginia,450.4
Wilsons,Virginia,23.6
Bentonville,Virginia,129.6
Saltville,Virginia,94
Lancaster,Virginia,20.8
Cave Spring,Virginia,1353.7
Louisa,Virginia,351
Vesuvius,Virginia,44.9
Surry,Virginia,104
Remington,Virginia,1125
Center Cross,Virginia,30.2
Riverview,Virginia,637.1
Gloucester Point,Virginia,662.3
Ararat,Virginia,24.5
Alleghany,Virginia,8.7
Jamestown,Virginia,0.3
Hillsboro,Virginia,478
Springfield,Virginia,3631.7
Callands,Virginia,8.2
Jolivue,Virginia,219.2
Nokesville,Virginia,93.7
Cherry Hill,Virginia,29.3
Horse Pasture,Virginia,99.9
Buena Vista,Virginia,379
Hollins,Virginia,1270.4
Merrimac,Virginia,244.2
Crimora,Virginia,62.4
Tangier,Virginia,506
Atlantic,Virginia,104.8
Saint Paul,Virginia,248
Bacova,Virginia,104.9
Chamberlayne,Virginia,661
Mount Vernon,Virginia,6241.8
Snowville,Virginia,33.9
Piney River,Virginia,6.4
Yorktown,Virginia,243.8
Lake Ridge,Virginia,3088.7
Cedar Bluff,Virginia,189
Accomac,Virginia,466
Harman,Virginia,24.6
Caylor,Virginia,61.9
Mathews,Virginia,136.8
McMullin,Virginia,81.4
Loch Lomond,Virginia,2143.7
Riverdale,Virginia,85.2
Cripple Creek,Virginia,18.8
Branchville,Virginia,104
King and Queen Court House,Virginia,42.3
Riverton,Virginia,122.9
South Boston,Virginia,229
Ruther Glen,Virginia,22.3
Wolf Trap,Virginia,419.1
Clifton,Virginia,465
Independent Hill,Virginia,179.4
Christiansburg,Virginia,609
Onancock,Virginia,451
Keller,Virginia,195
Colonial Heights,Virginia,915
Shadwell,Virginia,17.1
Warsaw,Virginia,187
Highland Acres,Delaware,1021.7
Wyoming,Delaware,557
Newark,Delaware,1422
Talleyville,Delaware,509.1
Rising Sun,Delaware,374.5
Fenwick Island,Delaware,499
Roseville Park,Delaware,2808
Blades,Delaware,984
Milford,Delaware,438
Stanton,Delaware,456.7
Holly Oak,Delaware,2227.8
Christiana,Delaware,813.5
Bridgeville,Delaware,193
Greenwood,Delaware,585
Saint Georges,Delaware,329.7
Edgemoor,Delaware,520.9
Bethany Beach,Delaware,403
Ogletown,Delaware,1411.6
Middletown,Delaware,718
Cheswold,Delaware,417
Newport,Delaware,915
Harrington,Delaware,517
Dewey Beach,Delaware,444
Brookside,Delaware,2217.7
Marshallton,Delaware,1598
Camden,Delaware,359
Claymont,Delaware,1512.8
Milton,Delaware,628
Dagsboro,Delaware,251
Westover Hills,Delaware,618.1
Slaughter Beach,Delaware,66
Frankford,Delaware,507
Riverview,Delaware,665
Centerville,Delaware,71.8
Millsboro,Delaware,453
Holloway Terrace,Delaware,2215.6
Townsend,Delaware,908
Minquadale,Delaware,2314.2
Woodside,Delaware,511
Kenton,Delaware,576
Rockland,Delaware,182.5
Hartly,Delaware,504
Montchanin,Delaware,104.6
Seaford,Delaware,571
Kent Acres,Delaware,1008
Pleasantville,Delaware,3334.5
Delmar,Delaware,384
Leipsic,Delaware,256
Magnolia,Delaware,552
Greenville,Delaware,547
Pike Creek Valley,Delaware,1080.3
Bethel,Delaware,186
Hockessin,Delaware,763.9
Lewes,Delaware,312
Selbyville,Delaware,262
Collins Park,Delaware,2624.1
Delaware City,Delaware,374
Bowers Beach,Delaware,271.4
Little Creek,Delaware,898
Fairfax,Delaware,1254.9
Wilmington Manor,Delaware,2170.8
Lebanon,Delaware,493.1
Laurel,Delaware,581
Rehoboth Beach,Delaware,491
Ardentown,Delaware,440
Farmington,Delaware,610
Felton,Delaware,685
Ardencroft,Delaware,909
Viola,Delaware,357
Glasgow,Delaware,39.7
Odessa,Delaware,277
Elsmere,Delaware,2318
Georgetown,Delaware,547
Arden,Delaware,667
Bear,Delaware,791.5
Milford Crossroads,Delaware,1053.5
Clayton,Delaware,657
Rodney Village,Delaware,1226.7
Millville,Delaware,95
Frederica,Delaware,182
Pike Creek,Delaware,1807.7
Wilmington,Delaware,2517
South Bethany,Delaware,381
Bellefonte,Delaware,2551
Henlopen Acres,Delaware,208
Ocean View,Delaware,307
Dover,Delaware,623
New Castle,Delaware,607
Houston,Delaware,404
Ellendale,Delaware,376
Yorklyn,Delaware,174.6
Smyrna,Delaware,746
Long Neck,Delaware,448.6
North Star,Delaware,422.2
Washington,District of Columbia,4382
Ixonia,Wisconsin,551.6
Ridgeway,Wisconsin,197
Summit Corners,Wisconsin,33.4
Colfax,Wisconsin,318
Wyeville,Wisconsin,97
Friesland,Wisconsin,133
Hortonville,Wisconsin,314
Merton,Wisconsin,455
Kaukauna,Wisconsin,812
Gotham,Wisconsin,119.2
Aniwa,Wisconsin,45
South Range,Wisconsin,20.3
Winter,Wisconsin,146
Dodge,Wisconsin,77.7
Oconomowoc,Wisconsin,556
Oakdale,Wisconsin,145
Verona,Wisconsin,725
Ella,Wisconsin,6.9
Wonewoc,Wisconsin,273
Fremont,Wisconsin,245
Platteville,Wisconsin,757
McAllister,Wisconsin,9.4
Coloma,Wisconsin,115
Strum,Wisconsin,348
Wind Lake,Wisconsin,633.9
Baileys Harbor,Wisconsin,218.4
Nasonville,Wisconsin,13.8
Pell Lake,Wisconsin,733.7
Mazomanie,Wisconsin,372
Radisson,Wisconsin,225
Viroqua,Wisconsin,436
Black Hawk,Wisconsin,59.1
Gibbsville,Wisconsin,330.9
Pine River,Wisconsin,93
Waterloo,Wisconsin,339
Whittlesey,Wisconsin,46.7
Hancock,Wisconsin,149
Montfort,Wisconsin,501
Sugar Bush,Wisconsin,93.5
Salem Lakes,Wisconsin,43
Pipe,Wisconsin,33.7
Poplar,Wisconsin,19
Hannibal,Wisconsin,41.9
Kewaskum,Wisconsin,675
Medford,Wisconsin,374
Richland Center,Wisconsin,414
Lake Beulah,Wisconsin,54.1
Kempster,Wisconsin,39.8
Clyman,Wisconsin,414
Ironton,Wisconsin,293
Rice Lake,Wisconsin,372
Larsen,Wisconsin,28
Weyerhaeuser,Wisconsin,89
Iola,Wisconsin,286
New Holstein,Wisconsin,479
Powers Lake,Wisconsin,196.3
Endeavor,Wisconsin,243
North Fond du Lac,Wisconsin,922
Windsor,Wisconsin,95
Wausaukee,Wisconsin,157
Bayside,Wisconsin,707
Almena,Wisconsin,223
Winchester,Wisconsin,185.9
Howard,Wisconsin,409
Lebanon,Wisconsin,166.4
Christie,Wisconsin,21.8
Bohners Lake,Wisconsin,666.2
Hingham,Wisconsin,367.8
Durand,Wisconsin,403
Burlington,Wisconsin,555
Collins,Wisconsin,167.4
Somerset,Wisconsin,373
Chippewa Falls,Wisconsin,478
Townsend,Wisconsin,126.3
Waupaca,Wisconsin,289
Lake Wissota,Wisconsin,421.7
Gleason,Wisconsin,78.1
Campbellsport,Wisconsin,569
Boyd,Wisconsin,112
Bruce,Wisconsin,119
Kellnersville,Wisconsin,230
Port Edwards,Wisconsin,131
Valders,Wisconsin,248
Rockland,Wisconsin,372
New Munster,Wisconsin,134.3
Chilton,Wisconsin,370
Lake Geneva,Wisconsin,443
Cuba City,Wisconsin,680
Saint Joseph,Wisconsin,172.5
Wrightstown,Wisconsin,312
Loretta,Wisconsin,2.8
Manawa,Wisconsin,306
